temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,weather_code,wind_speed_10m,soil_moisture_0_to_7cm,timestamp,european_aqi,us_aqi,uv_index,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,sunrise,sunset,is_daylight,city
29.8,68,33.8,0.0,0.0,2,10.8,0.111,2026-08-30 08:00:00,222,339,2.2,101.5,530.9,11.7,11.8,315.0,76.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
30.8,65,35.1,0.0,0.0,3,9.9,0.109,2026-08-30 09:00:00,222,338,4.2,108.0,571.8,9.2,12.3,289.0,94.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
32.3,61,36.9,0.0,0.0,3,9.7,0.107,2026-08-30 10:00:00,222,337,6.15,114.6,603.5,6.5,12.6,242.0,115.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
33.2,56,38.3,0.0,0.0,3,10.0,0.108,2026-08-30 11:00:00,221,335,6.95,119.0,625.8,4.5,12.9,206.0,131.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
33.7,53,38.1,0.0,0.0,3,9.0,0.105,2026-08-30 12:00:00,221,333,6.5,100.8,478.7,3.5,13.1,193.0,140.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
33.4,54,37.7,0.0,0.0,3,7.4,0.103,2026-08-30 13:00:00,218,324,5.95,93.1,422.8,3.3,13.3,192.0,145.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
33.3,54,37.7,0.0,0.0,3,6.6,0.102,2026-08-30 14:00:00,214,313,4.1,88.7,393.9,4.2,13.5,197.0,144.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
34.0,51,38.3,0.0,0.0,3,5.7,0.1,2026-08-30 15:00:00,211,302,2.25,85.0,373.5,5.3,13.2,193.0,138.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
33.7,51,37.5,0.1,0.1,51,8.2,0.099,2026-08-30 16:00:00,207,288,0.95,82.7,347.4,7.6,12.8,197.0,127.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
33.6,54,37.8,0.1,0.1,51,8.6,0.1,2026-08-30 17:00:00,203,275,0.25,75.4,276.6,15.0,16.2,251.0,118.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
32.3,63,37.6,0.0,0.0,3,6.3,0.099,2026-08-30 18:00:00,201,266,0.0,84.3,228.2,34.9,23.0,421.0,91.0,2026-08-30 05:58:00,2026-08-30 18:45:00,True,Delhi
31.4,69,37.3,0.0,0.0,3,5.3,0.099,2026-08-30 19:00:00,198,259,0.0,97.8,241.2,62.2,32.4,641.0,54.0,2026-08-30 05:58:00,2026-08-30 18:45:00,False,Delhi
31.0,70,36.7,0.0,0.0,3,6.0,0.099,2026-08-30 20:00:00,196,252,0.0,109.9,241.2,81.4,39.2,762.0,26.0,2026-08-30 05:58:00,2026-08-30 18:45:00,False,Delhi
30.5,71,36.0,0.0,0.0,3,6.2,0.099,2026-08-30 21:00:00,194,244,0.0,113.2,225.4,85.2,41.3,691.0,15.0,2026-08-30 05:58:00,2026-08-30 18:45:00,False,Delhi
30.0,72,35.6,0.0,0.0,3,5.2,0.099,2026-08-30 22:00:00,192,235,0.0,109.9,201.2,80.9,40.9,521.0,13.0,2026-08-30 05:58:00,2026-08-30 18:45:00,False,Delhi
30.0,74,35.7,0.0,0.0,3,6.0,0.096,2026-08-30 23:00:00,189,226,0.0,101.7,175.1,75.3,39.2,378.0,12.0,2026-08-30 05:58:00,2026-08-30 18:45:00,False,Delhi
26.4,88,31.1,0.5,0.5,53,9.9,0.278,2026-08-25 00:00:00,40,65,0.0,17.5,46.8,5.3,3.9,165.0,39.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
26.0,90,30.7,0.0,0.0,2,10.6,0.278,2026-08-25 01:00:00,41,65,0.0,16.6,44.9,4.8,3.5,136.0,40.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
26.3,87,30.8,0.2,0.2,51,10.5,0.281,2026-08-25 02:00:00,42,65,0.0,16.6,44.7,4.5,3.3,118.0,40.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
26.3,85,30.8,0.1,0.1,51,9.8,0.281,2026-08-25 03:00:00,43,66,0.0,17.2,48.9,4.2,3.2,108.0,40.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
25.7,88,30.4,0.3,0.3,51,7.3,0.285,2026-08-25 04:00:00,44,66,0.0,17.2,50.5,4.0,3.3,109.0,41.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
26.3,89,31.5,0.3,0.3,51,7.5,0.295,2026-08-25 05:00:00,46,66,0.0,17.3,51.2,3.9,3.3,137.0,41.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
25.9,90,31.1,0.5,0.5,53,6.1,0.301,2026-08-25 06:00:00,47,66,0.0,17.6,50.1,5.2,4.0,225.0,40.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
26.5,88,32.0,0.3,0.3,51,5.7,0.304,2026-08-25 07:00:00,48,67,0.3,18.1,48.1,6.9,5.0,339.0,40.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
27.5,81,32.6,0.5,0.5,53,6.3,0.309,2026-08-25 08:00:00,49,67,1.25,18.6,46.8,8.0,5.9,399.0,44.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
28.8,70,32.8,0.4,0.4,51,9.6,0.31,2026-08-25 09:00:00,50,67,2.8,19.2,47.3,7.7,6.8,350.0,55.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
29.4,69,33.8,0.2,0.2,51,11.9,0.305,2026-08-25 10:00:00,51,67,4.7,20.0,48.2,6.8,7.7,246.0,70.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
28.6,75,33.5,0.3,0.3,51,12.8,0.306,2026-08-25 11:00:00,52,68,6.05,21.4,50.1,6.0,8.2,167.0,83.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
29.3,74,34.9,0.4,0.4,51,14.2,0.302,2026-08-25 12:00:00,53,68,6.8,22.9,50.9,5.6,8.1,147.0,92.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
29.3,74,34.9,0.4,0.4,51,13.0,0.298,2026-08-25 13:00:00,54,68,6.55,22.4,48.5,5.4,7.7,152.0,98.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
29.1,74,34.1,0.6,0.6,53,15.3,0.297,2026-08-25 14:00:00,55,68,5.25,20.4,43.5,5.7,7.4,163.0,98.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
28.8,74,32.7,0.4,0.4,51,14.8,0.295,2026-08-25 15:00:00,56,69,3.45,19.7,41.4,7.1,7.5,172.0,90.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
28.9,75,32.8,0.2,0.2,51,14.4,0.292,2026-08-25 16:00:00,56,69,1.75,19.2,40.9,9.0,7.7,187.0,76.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
28.9,75,32.9,0.1,0.1,51,14.2,0.276,2026-08-25 17:00:00,56,69,0.45,23.3,60.8,9.3,6.1,206.0,58.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
28.1,80,32.5,0.1,0.1,51,11.9,0.275,2026-08-25 18:00:00,56,69,0.05,22.6,61.5,9.2,5.8,235.0,53.0,2026-08-25 06:22:00,2026-08-25 18:59:00,True,Mumbai
27.7,81,32.0,0.1,0.1,51,12.0,0.275,2026-08-25 19:00:00,57,69,0.0,22.2,61.2,8.9,5.3,269.0,45.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
27.5,82,31.7,0.0,0.0,2,13.1,0.274,2026-08-25 20:00:00,58,70,0.0,22.2,62.2,8.5,4.9,289.0,40.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
27.4,83,31.7,0.1,0.1,51,13.3,0.274,2026-08-25 21:00:00,59,70,0.0,22.1,61.9,7.8,4.6,289.0,39.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
26.5,85,30.5,0.8,0.8,53,12.9,0.282,2026-08-25 22:00:00,60,70,0.0,21.6,59.4,6.9,4.3,276.0,41.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
26.9,85,31.3,0.5,0.5,53,11.7,0.286,2026-08-25 23:00:00,60,70,0.0,20.8,56.1,6.1,4.0,253.0,42.0,2026-08-25 06:22:00,2026-08-25 18:59:00,False,Mumbai
26.8,85,31.3,0.0,0.0,2,10.2,0.286,2026-08-26 00:00:00,60,70,0.0,20.5,54.7,5.4,3.7,214.0,43.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.9,83,31.3,0.1,0.1,51,10.8,0.286,2026-08-26 01:00:00,61,71,0.0,20.6,56.9,4.8,3.4,166.0,43.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.6,85,30.9,0.0,0.0,1,11.0,0.285,2026-08-26 02:00:00,61,71,0.0,20.6,58.7,4.4,3.2,132.0,44.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.6,85,31.0,0.0,0.0,1,10.3,0.285,2026-08-26 03:00:00,61,71,0.0,19.4,53.2,4.1,3.2,118.0,45.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.5,85,31.0,0.0,0.0,0,9.6,0.285,2026-08-26 04:00:00,61,72,0.0,18.6,49.7,3.9,3.4,119.0,45.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.1,88,31.0,0.0,0.0,0,7.9,0.284,2026-08-26 05:00:00,61,72,0.0,18.2,51.3,4.0,3.0,142.0,46.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.2,88,31.3,0.0,0.0,1,6.5,0.284,2026-08-26 06:00:00,61,72,0.0,19.0,53.9,4.9,3.7,210.0,46.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.7,86,31.7,0.3,0.3,51,7.9,0.287,2026-08-26 07:00:00,61,72,0.4,18.8,52.0,6.0,4.6,299.0,47.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
27.2,82,31.8,0.3,0.3,51,9.5,0.29,2026-08-26 08:00:00,61,72,1.5,19.9,53.3,6.7,5.4,346.0,51.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
27.8,79,32.1,0.6,0.6,53,11.1,0.292,2026-08-26 09:00:00,61,72,3.4,21.1,54.8,6.4,5.9,308.0,61.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
28.3,79,33.1,0.4,0.4,51,11.9,0.291,2026-08-26 10:00:00,61,72,5.5,21.9,55.3,5.5,6.3,227.0,74.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
29.4,73,34.6,0.4,0.4,51,13.7,0.301,2026-08-26 11:00:00,62,72,7.5,22.2,55.3,4.9,6.5,166.0,84.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
29.1,75,34.4,0.8,0.8,53,16.2,0.302,2026-08-26 12:00:00,62,72,8.3,22.1,54.4,4.6,6.4,152.0,88.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
29.4,76,35.4,0.3,0.3,51,14.9,0.297,2026-08-26 13:00:00,62,72,7.5,21.9,52.7,4.5,6.1,157.0,88.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
29.4,76,35.3,0.0,0.0,1,14.8,0.289,2026-08-26 14:00:00,62,72,5.7,20.8,50.4,4.9,5.8,168.0,84.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
28.8,78,33.5,0.0,0.0,2,14.6,0.282,2026-08-26 15:00:00,62,72,3.7,19.3,46.8,6.1,5.6,178.0,75.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
28.4,80,32.7,0.1,0.1,51,14.5,0.278,2026-08-26 16:00:00,62,72,1.65,17.9,43.9,7.7,5.5,192.0,62.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
28.4,79,32.7,0.1,0.1,51,14.3,0.245,2026-08-26 17:00:00,62,72,0.45,16.6,43.7,7.7,4.4,213.0,51.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
27.9,82,32.4,0.1,0.1,51,12.5,0.244,2026-08-26 18:00:00,62,72,0.05,16.2,43.3,8.0,4.5,250.0,48.0,2026-08-26 06:22:00,2026-08-26 18:58:00,True,Mumbai
27.5,83,32.3,0.1,0.1,51,10.5,0.243,2026-08-26 19:00:00,61,71,0.0,16.3,43.9,8.3,4.7,293.0,43.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
27.3,84,32.1,0.1,0.1,51,10.3,0.244,2026-08-26 20:00:00,61,71,0.0,16.3,44.5,8.4,4.8,318.0,40.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
27.2,84,32.0,0.1,0.1,51,10.3,0.244,2026-08-26 21:00:00,61,70,0.0,16.6,45.2,8.0,4.7,312.0,40.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.9,85,31.6,0.1,0.1,51,9.9,0.245,2026-08-26 22:00:00,61,70,0.0,16.4,45.1,7.4,4.5,286.0,41.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.8,84,31.1,0.3,0.3,51,11.2,0.245,2026-08-26 23:00:00,60,69,0.0,16.8,47.1,6.7,4.3,254.0,42.0,2026-08-26 06:22:00,2026-08-26 18:58:00,False,Mumbai
26.4,87,30.9,0.7,0.7,53,10.9,0.253,2026-08-27 00:00:00,60,69,0.0,16.1,44.2,6.0,4.0,211.0,43.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
26.4,87,30.6,0.5,0.5,53,12.9,0.258,2026-08-27 01:00:00,60,69,0.0,14.8,38.5,5.3,3.8,161.0,43.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
26.1,89,30.4,0.5,0.5,53,12.8,0.263,2026-08-27 02:00:00,58,68,0.0,14.7,38.9,4.8,3.6,125.0,44.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
26.2,84,29.8,0.2,0.2,51,13.9,0.265,2026-08-27 03:00:00,57,68,0.0,14.8,39.3,4.4,3.5,113.0,45.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
26.1,90,30.3,0.2,0.2,51,13.6,0.267,2026-08-27 04:00:00,56,67,0.0,14.4,38.0,4.2,3.6,116.0,45.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
26.5,86,30.5,0.4,0.4,51,13.7,0.264,2026-08-27 05:00:00,55,67,0.0,13.5,32.4,4.6,4.0,126.0,45.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
26.3,86,30.1,0.3,0.3,51,14.7,0.267,2026-08-27 06:00:00,53,67,0.0,14.0,33.6,5.4,4.3,149.0,45.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
26.9,84,30.8,0.2,0.2,51,14.9,0.269,2026-08-27 07:00:00,51,66,0.4,15.7,36.0,6.5,4.7,179.0,45.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
27.7,78,31.3,0.2,0.2,51,15.6,0.268,2026-08-27 08:00:00,50,66,1.4,16.5,37.3,7.0,5.1,197.0,48.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
28.4,74,31.6,0.1,0.1,51,17.4,0.265,2026-08-27 09:00:00,49,66,3.3,18.2,43.4,6.5,5.3,189.0,55.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
28.6,73,32.0,0.2,0.2,51,16.4,0.261,2026-08-27 10:00:00,48,66,5.35,18.5,44.5,5.4,5.5,167.0,65.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
29.1,72,33.3,0.4,0.4,51,16.9,0.261,2026-08-27 11:00:00,47,65,6.65,18.3,40.6,4.6,5.6,151.0,72.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
29.6,69,34.4,0.1,0.1,51,16.9,0.254,2026-08-27 12:00:00,46,65,7.5,17.8,36.6,4.3,5.5,146.0,76.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
29.4,70,34.4,0.3,0.3,51,16.7,0.249,2026-08-27 13:00:00,44,65,6.95,17.6,35.0,4.1,5.3,146.0,78.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
29.2,72,33.8,0.2,0.2,51,17.8,0.243,2026-08-27 14:00:00,43,64,6.1,17.3,35.7,4.4,5.1,152.0,77.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
28.7,74,32.9,0.3,0.3,51,16.8,0.239,2026-08-27 15:00:00,41,64,3.6,16.2,35.3,5.2,4.8,164.0,69.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
28.5,75,31.9,0.4,0.4,51,16.2,0.238,2026-08-27 16:00:00,41,64,1.7,15.4,34.6,6.4,4.5,183.0,58.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
28.9,71,32.2,0.1,0.1,51,15.7,0.234,2026-08-27 17:00:00,40,64,0.5,14.4,32.6,7.4,4.3,206.0,49.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
27.8,78,31.5,0.3,0.3,51,14.2,0.235,2026-08-27 18:00:00,39,63,0.05,13.7,30.6,8.2,4.5,242.0,44.0,2026-08-27 06:22:00,2026-08-27 18:57:00,True,Mumbai
27.4,78,31.1,0.6,0.6,53,13.2,0.241,2026-08-27 19:00:00,39,63,0.0,13.1,28.6,9.0,5.0,284.0,41.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
27.3,82,31.3,0.4,0.4,51,13.4,0.245,2026-08-27 20:00:00,38,63,0.0,12.1,24.7,9.1,5.2,305.0,39.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
26.8,84,30.9,0.3,0.3,51,13.5,0.247,2026-08-27 21:00:00,37,63,0.0,11.3,24.6,8.3,5.1,293.0,39.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
26.9,84,31.1,0.4,0.4,51,12.7,0.251,2026-08-27 22:00:00,37,62,0.0,10.9,24.2,7.0,4.7,261.0,41.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
27.1,84,31.1,0.3,0.3,51,15.0,0.251,2026-08-27 23:00:00,36,62,0.0,10.5,23.8,5.8,4.3,226.0,43.0,2026-08-27 06:22:00,2026-08-27 18:57:00,False,Mumbai
27.0,83,30.8,0.2,0.2,51,15.6,0.253,2026-08-28 00:00:00,35,61,0.0,10.8,26.3,4.8,3.8,188.0,44.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
27.0,83,30.7,0.1,0.1,51,15.7,0.254,2026-08-28 01:00:00,34,61,0.0,10.4,24.7,3.9,3.2,147.0,44.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
26.7,84,30.3,0.1,0.1,51,15.7,0.254,2026-08-28 02:00:00,33,61,0.0,9.7,21.6,3.3,2.8,117.0,44.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
26.6,84,30.2,0.1,0.1,51,15.6,0.255,2026-08-28 03:00:00,33,60,0.0,10.1,24.3,3.0,2.6,104.0,44.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
26.9,83,30.5,0.1,0.1,51,15.5,0.255,2026-08-28 04:00:00,32,60,0.0,9.7,23.5,3.1,2.6,101.0,43.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
27.1,80,30.3,0.0,0.0,3,16.8,0.264,2026-08-28 05:00:00,31,59,0.0,12.7,30.7,3.3,2.6,111.0,43.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
26.8,85,30.7,0.7,0.7,53,15.1,0.271,2026-08-28 06:00:00,31,59,0.0,12.6,31.5,4.4,3.2,142.0,43.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
27.2,86,31.5,0.0,0.0,2,14.8,0.27,2026-08-28 07:00:00,31,59,0.35,13.0,30.2,5.8,4.0,185.0,42.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
28.1,73,30.8,0.5,0.5,53,17.3,0.273,2026-08-28 08:00:00,31,59,1.55,12.1,25.5,6.7,4.7,209.0,45.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
28.1,75,31.2,0.3,0.3,51,17.1,0.272,2026-08-28 09:00:00,31,59,3.35,11.4,24.5,6.4,5.2,197.0,53.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
28.2,75,31.7,0.4,0.4,51,18.2,0.27,2026-08-28 10:00:00,30,58,4.75,13.1,27.4,5.5,5.5,166.0,64.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
28.2,74,31.7,0.2,0.2,51,19.5,0.264,2026-08-28 11:00:00,29,58,6.6,13.3,26.8,4.8,5.7,144.0,72.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
28.2,74,32.0,0.3,0.3,51,20.5,0.259,2026-08-28 12:00:00,30,57,7.7,12.9,24.3,4.6,5.6,140.0,75.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
29.0,76,32.7,0.2,0.2,51,21.1,0.254,2026-08-28 13:00:00,30,57,8.05,12.0,22.1,4.7,5.4,144.0,75.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
29.1,75,33.4,0.1,0.1,51,21.1,0.248,2026-08-28 14:00:00,29,57,5.0,12.8,25.5,5.2,5.2,156.0,72.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
29.0,75,32.9,0.1,0.1,51,19.8,0.242,2026-08-28 15:00:00,27,56,3.75,12.7,21.7,6.6,5.0,180.0,65.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
28.6,76,31.9,0.1,0.1,51,18.9,0.238,2026-08-28 16:00:00,26,56,1.7,11.4,21.0,8.5,4.9,211.0,55.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
27.5,79,30.5,0.2,0.2,51,19.4,0.269,2026-08-28 17:00:00,26,56,0.55,12.0,22.0,5.8,3.0,232.0,47.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
28.1,77,31.3,0.3,0.3,51,17.3,0.27,2026-08-28 18:00:00,25,55,0.05,13.1,23.5,6.3,3.4,238.0,45.0,2026-08-28 06:22:00,2026-08-28 18:56:00,True,Mumbai
27.4,79,30.9,0.4,0.4,51,15.0,0.272,2026-08-28 19:00:00,25,55,0.0,12.7,23.2,6.9,4.0,234.0,42.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
27.0,84,30.9,0.5,0.5,53,14.5,0.278,2026-08-28 20:00:00,25,55,0.0,12.3,22.5,7.3,4.4,224.0,40.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
27.2,82,31.2,0.2,0.2,51,13.8,0.279,2026-08-28 21:00:00,25,55,0.0,11.7,21.4,7.2,4.5,205.0,39.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
27.0,83,30.9,0.1,0.1,51,14.2,0.28,2026-08-28 22:00:00,25,55,0.0,12.2,24.9,6.7,4.4,179.0,39.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
26.9,84,30.6,0.2,0.2,51,15.8,0.272,2026-08-28 23:00:00,25,55,0.0,12.5,27.0,6.1,4.2,155.0,39.0,2026-08-28 06:22:00,2026-08-28 18:56:00,False,Mumbai
27.0,83,30.5,0.0,0.0,2,16.8,0.272,2026-08-29 00:00:00,25,56,0.0,11.7,24.9,5.3,3.8,136.0,39.0,2026-08-29 06:22:00,2026-08-29 18:55:00,False,Mumbai
26.9,83,30.4,0.0,0.0,2,16.4,0.271,2026-08-29 01:00:00,25,56,0.0,10.9,22.4,4.3,3.2,119.0,40.0,2026-08-29 06:22:00,2026-08-29 18:55:00,False,Mumbai
26.8,84,30.4,0.0,0.0,3,15.7,0.271,2026-08-29 02:00:00,25,56,0.0,11.1,23.4,3.5,2.8,107.0,40.0,2026-08-29 06:22:00,2026-08-29 18:55:00,False,Mumbai
26.2,85,29.6,0.1,0.1,51,16.8,0.271,2026-08-29 03:00:00,25,56,0.0,10.8,24.0,3.1,2.6,99.0,40.0,2026-08-29 06:22:00,2026-08-29 18:55:00,False,Mumbai
26.3,85,30.1,0.1,0.1,51,13.6,0.271,2026-08-29 04:00:00,25,56,0.0,10.2,23.2,2.9,2.6,96.0,41.0,2026-08-29 06:22:00,2026-08-29 18:55:00,False,Mumbai
26.9,84,30.6,0.4,0.4,51,15.9,0.281,2026-08-29 05:00:00,25,56,0.0,10.3,25.0,2.5,2.1,107.0,42.0,2026-08-29 06:22:00,2026-08-29 18:55:00,False,Mumbai
27.1,83,30.7,0.1,0.1,51,16.9,0.281,2026-08-29 06:00:00,24,56,0.0,10.9,26.2,4.0,2.7,146.0,41.0,2026-08-29 06:22:00,2026-08-29 18:55:00,False,Mumbai
27.4,78,30.5,0.1,0.1,51,16.9,0.28,2026-08-29 07:00:00,24,56,0.35,11.3,24.9,6.0,3.4,200.0,39.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
27.4,82,31.4,0.1,0.1,51,14.2,0.279,2026-08-29 08:00:00,24,55,1.2,12.5,25.7,7.0,4.0,229.0,40.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
28.2,75,31.5,0.5,0.5,53,16.6,0.281,2026-08-29 09:00:00,24,55,2.75,13.2,26.4,6.1,4.1,211.0,46.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
28.2,78,31.9,0.6,0.6,53,17.1,0.282,2026-08-29 10:00:00,24,56,5.85,12.7,24.6,4.3,4.0,170.0,55.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
28.2,73,31.5,0.6,0.6,53,20.2,0.276,2026-08-29 11:00:00,25,56,7.8,12.2,23.6,3.0,3.9,139.0,62.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
28.9,71,32.4,0.2,0.2,51,20.9,0.271,2026-08-29 12:00:00,26,56,8.85,12.7,24.6,2.8,3.9,132.0,66.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
28.5,76,32.7,0.5,0.5,53,19.7,0.269,2026-08-29 13:00:00,27,55,7.65,12.8,24.8,3.2,4.0,136.0,67.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
28.2,75,31.4,0.1,0.1,51,19.1,0.263,2026-08-29 14:00:00,26,56,6.3,13.2,25.1,3.8,4.0,145.0,66.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
28.2,79,31.6,0.2,0.2,51,18.9,0.261,2026-08-29 15:00:00,24,56,3.2,12.7,25.3,4.7,3.9,159.0,60.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
28.3,76,31.5,0.0,0.0,3,18.8,0.257,2026-08-29 16:00:00,24,56,1.55,12.4,24.6,5.8,3.7,177.0,52.0,2026-08-29 06:22:00,2026-08-29 18:55:00,True,Mumbai
